rm_ro,Index CurveSPEC : Generic Index Surface,Generic Index Surface,Index CurveSPEC,0,0,1036.6,,,
BAS,Index CurveSPEC,Index CurveSPEC,Index Curve,PANEURAGG_EUR_UNHEDG-Index Curve,PANEURAGG_EUR_UNHEDG-Index Curve,EUR,0,TRUE,@Sliding Axis 2
rm_ro,Index CurveSPEC : Generic Index Surface,Generic Index Surface,Index CurveSPEC,0,0,184.643573,,,
BAS,Index CurveSPEC,Index CurveSPEC,Index Curve,PANEURHY_EUR_HEDG-Index Curve,PANEURHY_EUR_HEDG-Index Curve,EUR,0,TRUE,@Sliding Axis 2
rm_ro,Index CurveSPEC : Generic Index Surface,Generic Index Surface,Index CurveSPEC,0,0,232.590309,,,
BAS,Index CurveSPEC,Index CurveSPEC,Index Curve,RAAX_INDEX-Index Curve,RAAX_INDEX-Index Curve,EUR,0,TRUE,@Sliding Axis 2
rm_ro,Index CurveSPEC : Generic Index Surface,Generic Index Surface,Index CurveSPEC,0,0,1375.38,,,
BAS,Index CurveSPEC,Index CurveSPEC,Index Curve,RMS_INDEX-Index Curve,RMS_INDEX-Index Curve,USD,0,TRUE,@Sliding Axis 2
rm_ro,Index CurveSPEC : Generic Index Surface,Generic Index Surface,Index CurveSPEC,0,0,1216.21,,,
BAS,Index CurveSPEC,Index CurveSPEC,Index Curve,SBJYL_INDEX-Index Curve,SBJYL_INDEX-Index Curve,JPY,0,TRUE,@Sliding Axis 2
rm_ro,Index CurveSPEC : Generic Index Surface,Generic Index Surface,Index CurveSPEC,0,0,318.173,,,
BAS,Index CurveSPEC,Index CurveSPEC,Index Curve,SBWGNJYC_INDEX-Index Curve,SBWGNJYC_INDEX-Index Curve,JPY,0,TRUE,@Sliding Axis 2
rm_ro,Index CurveSPEC : Generic Index Surface,Generic Index Surface,Index CurveSPEC,0,0,336.2231,,,
BAS,Index CurveSPEC,Index CurveSPEC,Index Curve,SBWGNJYU_INDEX-Index Curve,SBWGNJYU_INDEX-Index Curve,JPY,0,TRUE,@Sliding Axis 2
rm_ro,Index CurveSPEC : Generic Index Surface,Generic Index Surface,Index CurveSPEC,0,0,294.1069,,,
BAS,Index CurveSPEC,Index CurveSPEC,Index Curve,SPEURO_INDEX-Index Curve,SPEURO_INDEX-Index Curve,EUR,0,TRUE,@Sliding Axis 2
rm_ro,Index CurveSPEC : Generic Index Surface,Generic Index Surface,Index CurveSPEC,0,0,1029.2,,,
BAS,Index CurveSPEC,Index CurveSPEC,Index Curve,TPXDDVD_INDEX-Index Curve,TPXDDVD_INDEX-Index Curve,JPY,0,TRUE,@Sliding Axis 2
rm_ro,Index CurveSPEC : Generic Index Surface,Generic Index Surface,Index CurveSPEC,0,0,986.62,,,
BAS,Index CurveSPEC,Index CurveSPEC,Index Curve,UNUS_INDEX-Index Curve,UNUS_INDEX-Index Curve,USD,0,TRUE,@Sliding Axis 2
rm_ro,Index CurveSPEC : Generic Index Surface,Generic Index Surface,Index CurveSPEC,0,0,1,,,
BAS,Index CurveSPEC,Index CurveSPEC,Index Curve,USAGG_USD_UNHEDG-Index Curve,USAGG_USD_UNHEDG-Index Curve,USD,0,TRUE,@Sliding Axis 2
rm_ro,Index CurveSPEC : Generic Index Surface,Generic Index Surface,Index CurveSPEC,0,0,1811.769842,,,
BAS,Index CurveSPEC,Index CurveSPEC,Index Curve,USCORPHY_EUR_HEDG-Index Curve,USCORPHY_EUR_HEDG-Index Curve,EUR,0,TRUE,@Sliding Axis 2
rm_ro,Index CurveSPEC : Generic Index Surface,Generic Index Surface,Index CurveSPEC,0,0,231.411685,,,
BAS,Index CurveSPEC,Index CurveSPEC,Index Curve,XU100_INDEX-Index Curve,XU100_INDEX-Index Curve,TRY,0,TRUE,@Sliding Axis 2
rm_ro,Index CurveSPEC : Generic Index Surface,Generic Index Surface,Index CurveSPEC,0,0,62543.49,,,
BAS,Index CurveSPEC,Index CurveSPEC,Index Curve,BCOPC3A2_INDEX-Index Curve,BCOPC3A2_INDEX-Index Curve,INR,0,TRUE,@Sliding Axis 2
rm_ro,Index CurveSPEC : Generic Index Surface,Generic Index Surface,Index CurveSPEC,0,0,9.565,,,
BAS,Index CurveSPEC,Index CurveSPEC,Index Curve,BCOPC3A8_INDEX-Index Curve,BCOPC3A8_INDEX-Index Curve,INR,0,TRUE,@Sliding Axis 2
rm_ro,Index CurveSPEC : Generic Index Surface,Generic Index Surface,Index CurveSPEC,0,0,9.6794,,,
BAS,Index CurveSPEC,Index CurveSPEC,Index Curve,SPCBCR_INDEX-Index Curve,SPCBCR_INDEX-Index Curve,CNY,0,TRUE,@Sliding Axis 2
rm_ro,Index CurveSPEC : Generic Index Surface,Generic Index Surface,Index CurveSPEC,0,0,1800.7,,,
BAS,Index CurveSPEC,Index CurveSPEC,Index Curve,EMUMIDCAP-Index Curve,EMUMIDCAP-Index Curve,EUR,0,TRUE,@Sliding Axis 2
rm_ro,Index CurveSPEC : Generic Index Surface,Generic Index Surface,Index CurveSPEC,0,0,886.85,,,
BAS,Index CurveSPEC,Index CurveSPEC,Index Curve,JGENVUEG-Index Curve,JGENVUEG-Index Curve,EUR,0,TRUE,@Sliding Axis 2
rm_ro,Index CurveSPEC : Generic Index Surface,Generic Index Surface,Index CurveSPEC,0,0,241.687,,,
BAS,Index CurveSPEC,Index CurveSPEC,Index Curve,.TOPX-Index Curve,.TOPX-Index Curve,JPY,0,TRUE,@Sliding Axis 2
rm_ro,Index CurveSPEC : Generic Index Surface,Generic Index Surface,Index CurveSPEC,0,0,770.08,,,
BAS,Index CurveSPEC,Index CurveSPEC,Index Curve,PDGATR_INDEX-Index Curve,PDGATR_INDEX-Index Curve,PLN,0,TRUE,@Sliding Axis 2
rm_ro,Index CurveSPEC : Generic Index Surface,Generic Index Surface,Index CurveSPEC,0,0,289.704,,,
BAS,Index CurveSPEC,Index CurveSPEC,Index Curve,CRD_AM-Index Curve,CRD_AM-Index Curve,USD,0,TRUE,@Sliding Axis 2
rm_ro,Index CurveSPEC : Generic Index Surface,Generic Index Surface,Index CurveSPEC,0,0,0,,,
BAS,Index CurveSPEC,Index CurveSPEC,Index Curve,CRD_AP-Index Curve,CRD_AP-Index Curve,AUD,0,TRUE,@Sliding Axis 2
