#BAS,Matrix Parameter CurveSPEC,OBJECT,TYPE,NAME,IDENTIFIER,DatumDATE,RelativeCurveFLAG,OriginOffsetNB,TimeEvolutionFUNC,MatrixParmSurf0SIN,MatrixParmSurf1SIN,MatrixParSfExt0FLAG,MatrixParSfExt1FLAG,MatrixParmSurfFLAG
BAS,Matrix Parameter CurveSPEC,TRUE,TRUE,TRUE,@Constant,@Linear,@Constant,,FALSE,0,EV_AUD_SWAP,EV_AUD_SWAP,Matrix Parameter Curve,Matrix Parameter CurveSPEC
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.000506587,3,13870,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,0.100618006,0,14235,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.057181229,1,14235,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.068625298,2,14235,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.002239519,3,14235,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,0.099210324,0,14600,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.056596215,1,14600,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.069565256,2,14600,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.003814597,3,14600,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,0.097817318,0,14965,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.055997198,1,14965,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.070322109,2,14965,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.005245288,3,14965,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,0.096440996,0,15330,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.055387559,1,15330,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.070916172,2,15330,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.00654403,3,15330,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,0.095083047,0,15695,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.054770273,1,15695,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.071365709,2,15695,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.007722287,3,15695,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,0.093744874,0,16060,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.054147952,1,16060,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.071687125,2,16060,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.008790608,3,16060,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,0.092427621,0,16425,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.053522878,1,16425,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.071895151,2,16425,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.009758682,3,16425,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,0.091132205,0,16790,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.052897045,1,16790,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.072003,2,16790,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.010635399,3,16790,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,0.089859343,0,17155,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.052272183,1,17155,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.072022515,2,17155,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.011428899,3,17155,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,0.088609574,0,17520,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.051649786,1,17520,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.071964307,2,17520,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.012146627,3,17520,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,0.087383279,0,17885,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.051031144,1,17885,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.071837869,2,17885,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.012795387,3,17885,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,0.086180704,0,18250,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.050417359,1,18250,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.07165169,2,18250,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.013381387,3,18250,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,0.085001976,0,18615,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.049809368,1,18615,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.071413357,2,18615,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.013910286,3,18615,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,0.083847116,0,18980,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.049207962,1,18980,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.071129639,2,18980,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.014387241,3,18980,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,0.08271606,0,19345,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.048613803,1,19345,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.070806576,2,19345,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.014816945,3,19345,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,0.081608663,0,19710,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.04802744,1,19710,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.07044955,2,19710,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.015203666,3,19710,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,0.080524717,0,20075,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.047449318,1,20075,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.070063354,2,20075,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.015551286,3,20075,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,0.079463958,0,20440,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.046879797,1,20440,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.069652248,2,20440,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.015863332,3,20440,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,0.078426075,0,20805,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.046319156,1,20805,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.069220023,2,20805,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.016143009,3,20805,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,0.077410719,0,21170,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.045767608,1,21170,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.06877004,2,21170,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.016393225,3,21170,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,0.07641751,0,21535,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.045225307,1,21535,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.068305282,2,21535,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.016616623,3,21535,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,0.07544604,0,21900,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.044692352,1,21900,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.067828392,2,21900,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.016815602,3,21900,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,0.074495884,0,22265,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.044168801,1,22265,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.067341708,2,22265,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.016992339,3,22265,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,0.073566599,0,22630,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.043654671,1,22630,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.066847296,2,22630,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.01714881,3,22630,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,0.072657731,0,22995,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.043149945,1,22995,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.066346979,2,22995,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.017286809,3,22995,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,0.071768819,0,23360,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.042654579,1,23360,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.065842364,2,23360,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.017407966,3,23360,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,0.070899397,0,23725,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.042168505,1,23725,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.065334866,2,23725,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.01751376,3,23725,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,0.070048996,0,24090,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.041691631,1,24090,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.064825726,2,24090,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.017605534,3,24090,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,0.069217147,0,24455,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.041223851,1,24455,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.064316031,2,24455,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.01768451,3,24455,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,0.068403385,0,24820,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.040765042,1,24820,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.063806733,2,24820,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.017751796,3,24820,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,0.067607247,0,25185,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.04031507,1,25185,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.063298662,2,25185,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.0178084,3,25185,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,0.066828276,0,25550,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.039873793,1,25550,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.06279254,2,25550,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.017855241,3,25550,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,0.066066019,0,25915,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.039441057,1,25915,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.062288991,2,25915,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.017893152,3,25915,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,0.065320034,0,26280,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.039016706,1,26280,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.061788556,2,26280,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.017922892,3,26280,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,0.064589885,0,26645,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.038600577,1,26645,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.0612917,2,26645,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.017945155,3,26645,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,0.063875143,0,27010,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.038192503,1,27010,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.060798819,2,27010,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.017960569,3,27010,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,0.063175391,0,27375,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.037792318,1,27375,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.06031025,2,27375,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.017969709,3,27375,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,0.06249022,0,27740,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.037399851,1,27740,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.059826279,2,27740,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.017973099,3,27740,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,0.061819231,0,28105,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.037014932,1,28105,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.059347142,2,28105,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.017971219,3,28105,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,0.061162036,0,28470,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.036637393,1,28470,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.058873038,2,28470,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.017964503,3,28470,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,0.060518255,0,28835,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.036267063,1,28835,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.058404126,2,28835,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.017953352,3,28835,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,0.05988752,0,29200,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
rm_ro,Matrix Parameter CurveSPEC : Matrix Parameter Surface,-0.035903776,1,29200,Matrix Parameter CurveSPEC,Matrix Parameter Surface,,,,,,,,
