BAS,Foreign ExchangeSPEC,Foreign ExchangeSPEC,Foreign Exchange,EUR,EUR,EUR,EUR-SWAP,EUR,EUR-SWAP,Foreign Exchange,EUR,1,Foreign Exchange Model,
BAS,Foreign ExchangeSPEC,Foreign ExchangeSPEC,Foreign Exchange,AUD,AUD,EUR,EUR-SWAP,AUD,AUD-SWAP,Foreign Exchange,EUR,0.789271003,Foreign Exchange Model,Spot_AUD-HistoricalRates
BAS,Foreign ExchangeSPEC,Foreign ExchangeSPEC,Foreign Exchange,BGN,BGN,EUR,EUR-SWAP,BGN,BGN-SWAP,Foreign Exchange,EUR,0.511307710,Foreign Exchange Model,Spot_BGN-HistoricalRates
BAS,Foreign ExchangeSPEC,Foreign ExchangeSPEC,Foreign Exchange,BRL,BRL,EUR,EUR-SWAP,BRL,BRL-SWAP,Foreign Exchange,EUR,0.413379351,Foreign Exchange Model,Spot_BRL-HistoricalRates
BAS,Foreign ExchangeSPEC,Foreign ExchangeSPEC,Foreign Exchange,CAD,CAD,EUR,EUR-SWAP,CAD,CAD-SWAP,Foreign Exchange,EUR,0.756366904,Foreign Exchange Model,Spot_CAD-HistoricalRates
BAS,Foreign ExchangeSPEC,Foreign ExchangeSPEC,Foreign Exchange,CHF,CHF,EUR,EUR-SWAP,CHF,CHF-SWAP,Foreign Exchange,EUR,0.823136081,Foreign Exchange Model,Spot_CHF-HistoricalRates
BAS,Foreign ExchangeSPEC,Foreign ExchangeSPEC,Foreign Exchange,CLF,CLF,EUR,EUR-SWAP,CLF,CLF-SWAP,Foreign Exchange,EUR,33.032670987,Foreign Exchange Model,Spot_CLF-HistoricalRates
BAS,Foreign ExchangeSPEC,Foreign ExchangeSPEC,Foreign Exchange,CLP,CLP,EUR,EUR-SWAP,CLP,CLP-SWAP,Foreign Exchange,EUR,0.001482453,Foreign Exchange Model,Spot_CLP-HistoricalRates
BAS,Foreign ExchangeSPEC,Foreign ExchangeSPEC,Foreign Exchange,CNY,CNY,EUR,EUR-SWAP,CNY,CNY-SWAP,Foreign Exchange,EUR,0.122358229,Foreign Exchange Model,Spot_CNY-HistoricalRates
BAS,Foreign ExchangeSPEC,Foreign ExchangeSPEC,Foreign Exchange,COP,COP,EUR,EUR-SWAP,COP,COP-SWAP,Foreign Exchange,EUR,0.000397322,Foreign Exchange Model,Spot_COP-HistoricalRates
BAS,Foreign ExchangeSPEC,Foreign ExchangeSPEC,Foreign Exchange,CZK,CZK,EUR,EUR-SWAP,CZK,CZK-SWAP,Foreign Exchange,EUR,0.039227328,Foreign Exchange Model,Spot_CZK-HistoricalRates
BAS,Foreign ExchangeSPEC,Foreign ExchangeSPEC,Foreign Exchange,DKK,DKK,EUR,EUR-SWAP,DKK,DKK-SWAP,Foreign Exchange,EUR,0.134550660,Foreign Exchange Model,Spot_DKK-HistoricalRates
BAS,Foreign ExchangeSPEC,Foreign ExchangeSPEC,Foreign Exchange,GBP,GBP,EUR,EUR-SWAP,GBP,GBP-SWAP,Foreign Exchange,EUR,1.197365895,Foreign Exchange Model,Spot_GBP-HistoricalRates
BAS,Foreign ExchangeSPEC,Foreign ExchangeSPEC,Foreign Exchange,HKD,HKD,EUR,EUR-SWAP,HKD,HKD-SWAP,Foreign Exchange,EUR,0.099172500,Foreign Exchange Model,Spot_HKD-HistoricalRates
BAS,Foreign ExchangeSPEC,Foreign ExchangeSPEC,Foreign Exchange,HUF,HUF,EUR,EUR-SWAP,HUF,HUF-SWAP,Foreign Exchange,EUR,0.003178280,Foreign Exchange Model,Spot_HUF-HistoricalRates
BAS,Foreign ExchangeSPEC,Foreign ExchangeSPEC,Foreign Exchange,INR,INR,EUR,EUR-SWAP,INR,INR-SWAP,Foreign Exchange,EUR,0.014528121,Foreign Exchange Model,Spot_INR-HistoricalRates
BAS,Foreign ExchangeSPEC,Foreign ExchangeSPEC,Foreign Exchange,JPY,JPY,EUR,EUR-SWAP,JPY,JPY-SWAP,Foreign Exchange,EUR,0.010007255,Foreign Exchange Model,Spot_JPY-HistoricalRates
BAS,Foreign ExchangeSPEC,Foreign ExchangeSPEC,Foreign Exchange,KRW,KRW,EUR,EUR-SWAP,KRW,KRW-SWAP,Foreign Exchange,EUR,0.000664460,Foreign Exchange Model,Spot_KRW-HistoricalRates
BAS,Foreign ExchangeSPEC,Foreign ExchangeSPEC,Foreign Exchange,MXN,MXN,EUR,EUR-SWAP,MXN,MXN-SWAP,Foreign Exchange,EUR,0.055214444,Foreign Exchange Model,Spot_MXN-HistoricalRates
BAS,Foreign ExchangeSPEC,Foreign ExchangeSPEC,Foreign Exchange,MYR,MYR,EUR,EUR-SWAP,MYR,MYR-SWAP,Foreign Exchange,EUR,0.242930748,Foreign Exchange Model,Spot_MYR-HistoricalRates
BAS,Foreign ExchangeSPEC,Foreign ExchangeSPEC,Foreign Exchange,NOK,NOK,EUR,EUR-SWAP,NOK,NOK-SWAP,Foreign Exchange,EUR,0.129028313,Foreign Exchange Model,Spot_NOK-HistoricalRates
BAS,Foreign ExchangeSPEC,Foreign ExchangeSPEC,Foreign Exchange,NZD,NZD,EUR,EUR-SWAP,NZD,NZD-SWAP,Foreign Exchange,EUR,0.600377415,Foreign Exchange Model,Spot_NZD-HistoricalRates
BAS,Foreign ExchangeSPEC,Foreign ExchangeSPEC,Foreign Exchange,PEN,PEN,EUR,EUR-SWAP,PEN,PEN-SWAP,Foreign Exchange,EUR,0.285632625,Foreign Exchange Model,Spot_PEN-HistoricalRates
BAS,Foreign ExchangeSPEC,Foreign ExchangeSPEC,Foreign Exchange,PLN,PLN,EUR,EUR-SWAP,PLN,PLN-SWAP,Foreign Exchange,EUR,0.224083437,Foreign Exchange Model,Spot_PLN-HistoricalRates
BAS,Foreign ExchangeSPEC,Foreign ExchangeSPEC,Foreign Exchange,RON,RON,EUR,EUR-SWAP,RON,RON-SWAP,Foreign Exchange,EUR,0.231248800,Foreign Exchange Model,Spot_RON-HistoricalRates
BAS,Foreign ExchangeSPEC,Foreign ExchangeSPEC,Foreign Exchange,RUB,RUB,EUR,EUR-SWAP,RUB,RUB-SWAP,Foreign Exchange,EUR,0.023983497,Foreign Exchange Model,Spot_RUB-HistoricalRates
BAS,Foreign ExchangeSPEC,Foreign ExchangeSPEC,Foreign Exchange,SEK,SEK,EUR,EUR-SWAP,SEK,SEK-SWAP,Foreign Exchange,EUR,0.112281962,Foreign Exchange Model,Spot_SEK-HistoricalRates
BAS,Foreign ExchangeSPEC,Foreign ExchangeSPEC,Foreign Exchange,THB,THB,EUR,EUR-SWAP,THB,THB-SWAP,Foreign Exchange,EUR,0.024389121,Foreign Exchange Model,Spot_THB-HistoricalRates
BAS,Foreign ExchangeSPEC,Foreign ExchangeSPEC,Foreign Exchange,TRY,TRY,EUR,EUR-SWAP,TRY,TRY-SWAP,Foreign Exchange,EUR,0.407949457,Foreign Exchange Model,Spot_TRY-HistoricalRates
BAS,Foreign ExchangeSPEC,Foreign ExchangeSPEC,Foreign Exchange,TWD,TWD,EUR,EUR-SWAP,TWD,TWD-SWAP,Foreign Exchange,EUR,0.025432010,Foreign Exchange Model,Spot_TWD-HistoricalRates
BAS,Foreign ExchangeSPEC,Foreign ExchangeSPEC,Foreign Exchange,UDI,UDI,EUR,EUR-SWAP,UDI,UDI-SWAP,Foreign Exchange,EUR,0.258972036,Foreign Exchange Model,Spot_UDI-HistoricalRates
BAS,Foreign ExchangeSPEC,Foreign ExchangeSPEC,Foreign Exchange,USD,USD,EUR,EUR-SWAP,USD,USD-SWAP,Foreign Exchange,EUR,0.770208342,Foreign Exchange Model,Spot_USD-HistoricalRates
BAS,Foreign ExchangeSPEC,Foreign ExchangeSPEC,Foreign Exchange,ZEU,ZEU,EUR,EUR-SWAP,ZEU,ZEU-SWAP,Foreign Exchange,EUR,113.540000000,Foreign Exchange Model,Spot_ZEU-HistoricalRates
BAS,Foreign ExchangeSPEC,Foreign ExchangeSPEC,Foreign Exchange,UVR,UVR,EUR,EUR-SWAP,UVR,UVR-SWAP,Foreign Exchange,EUR,0.078759373,Foreign Exchange Model,Spot_UVR-HistoricalRates
