BAS,Foreign ExchangeSPEC,Spot_RON-HistoricalRates,Foreign Exchange Model,0.224083437,EUR,Foreign Exchange,PLN-SWAP,PLN,EUR-SWAP,EUR,PLN,PLN,Foreign Exchange,Foreign ExchangeSPEC
BAS,Foreign ExchangeSPEC,Spot_RUB-HistoricalRates,Foreign Exchange Model,0.2312488,EUR,Foreign Exchange,RON-SWAP,RON,EUR-SWAP,EUR,RON,RON,Foreign Exchange,Foreign ExchangeSPEC
BAS,Foreign ExchangeSPEC,Spot_SEK-HistoricalRates,Foreign Exchange Model,0.023983497,EUR,Foreign Exchange,RUB-SWAP,RUB,EUR-SWAP,EUR,RUB,RUB,Foreign Exchange,Foreign ExchangeSPEC
BAS,Foreign ExchangeSPEC,Spot_THB-HistoricalRates,Foreign Exchange Model,0.112281962,EUR,Foreign Exchange,SEK-SWAP,SEK,EUR-SWAP,EUR,SEK,SEK,Foreign Exchange,Foreign ExchangeSPEC
BAS,Foreign ExchangeSPEC,Spot_TRY-HistoricalRates,Foreign Exchange Model,0.024389121,EUR,Foreign Exchange,THB-SWAP,THB,EUR-SWAP,EUR,THB,THB,Foreign Exchange,Foreign ExchangeSPEC
BAS,Foreign ExchangeSPEC,Spot_TWD-HistoricalRates,Foreign Exchange Model,0.407949457,EUR,Foreign Exchange,TRY-SWAP,TRY,EUR-SWAP,EUR,TRY,TRY,Foreign Exchange,Foreign ExchangeSPEC
BAS,Foreign ExchangeSPEC,Spot_UDI-HistoricalRates,Foreign Exchange Model,0.02543201,EUR,Foreign Exchange,TWD-SWAP,TWD,EUR-SWAP,EUR,TWD,TWD,Foreign Exchange,Foreign ExchangeSPEC
BAS,Foreign ExchangeSPEC,Spot_USD-HistoricalRates,Foreign Exchange Model,0.258972036,EUR,Foreign Exchange,UDI-SWAP,UDI,EUR-SWAP,EUR,UDI,UDI,Foreign Exchange,Foreign ExchangeSPEC
BAS,Foreign ExchangeSPEC,Spot_ZEU-HistoricalRates,Foreign Exchange Model,0.770208342,EUR,Foreign Exchange,USD-SWAP,USD,EUR-SWAP,EUR,USD,USD,Foreign Exchange,Foreign ExchangeSPEC
BAS,Foreign ExchangeSPEC,Spot_UVR-HistoricalRates,Foreign Exchange Model,113.54,EUR,Foreign Exchange,ZEU-SWAP,ZEU,EUR-SWAP,EUR,ZEU,ZEU,Foreign Exchange,Foreign ExchangeSPEC
BAS,Foreign ExchangeSPEC,,Foreign Exchange Model,0.078759373,EUR,Foreign Exchange,UVR-SWAP,UVR,EUR-SWAP,EUR,UVR,UVR,Foreign Exchange,Foreign ExchangeSPEC
