BAS,Foreign ExchangeSPEC,Foreign ExchangeSPEC,Foreign Exchange,EUR,EUR,EUR,EUR-SWAP,EUR,EUR-SWAP,Foreign Exchange,EUR,-1,Foreign Exchange Model,
BAS,Foreign ExchangeSPEC,Foreign ExchangeSPEC,Foreign Exchange,AUD,AUD,EUR,EUR-SWAP,AUD,AUD-SWAP,Foreign Exchange,EUR,-0.807542272,Foreign Exchange Model,Spot_AUD-HistoricalRates
BAS,Foreign ExchangeSPEC,Foreign ExchangeSPEC,Foreign Exchange,BGN,BGN,EUR,EUR-SWAP,BGN,BGN-SWAP,Foreign Exchange,EUR,-0.511215403,Foreign Exchange Model,Spot_BGN-HistoricalRates
BAS,Foreign ExchangeSPEC,Foreign ExchangeSPEC,Foreign Exchange,BRL,BRL,EUR,EUR-SWAP,BRL,BRL-SWAP,Foreign Exchange,EUR,-0.390387983,Foreign Exchange Model,Spot_BRL-HistoricalRates
BAS,Foreign ExchangeSPEC,Foreign ExchangeSPEC,Foreign Exchange,CAD,CAD,EUR,EUR-SWAP,CAD,CAD-SWAP,Foreign Exchange,EUR,-0.772927207,Foreign Exchange Model,Spot_CAD-HistoricalRates
BAS,Foreign ExchangeSPEC,Foreign ExchangeSPEC,Foreign Exchange,CHF,CHF,EUR,EUR-SWAP,CHF,CHF-SWAP,Foreign Exchange,EUR,-0.832574726,Foreign Exchange Model,Spot_CHF-HistoricalRates
BAS,Foreign ExchangeSPEC,Foreign ExchangeSPEC,Foreign Exchange,CLF,CLF,EUR,EUR-SWAP,CLF,CLF-SWAP,Foreign Exchange,EUR,-35.47297427,Foreign Exchange Model,Spot_CLF-HistoricalRates
BAS,Foreign ExchangeSPEC,Foreign ExchangeSPEC,Foreign Exchange,CLP,CLP,EUR,EUR-SWAP,CLP,CLP-SWAP,Foreign Exchange,EUR,-0.001568389,Foreign Exchange Model,Spot_CLP-HistoricalRates
BAS,Foreign ExchangeSPEC,Foreign ExchangeSPEC,Foreign Exchange,CNY,CNY,EUR,EUR-SWAP,CNY,CNY-SWAP,Foreign Exchange,EUR,-0.124041336,Foreign Exchange Model,Spot_CNY-HistoricalRates
BAS,Foreign ExchangeSPEC,Foreign ExchangeSPEC,Foreign Exchange,COP,COP,EUR,EUR-SWAP,COP,COP-SWAP,Foreign Exchange,EUR,-0.000441571,Foreign Exchange Model,Spot_COP-HistoricalRates
BAS,Foreign ExchangeSPEC,Foreign ExchangeSPEC,Foreign Exchange,CZK,CZK,EUR,EUR-SWAP,CZK,CZK-SWAP,Foreign Exchange,EUR,-0.039155191,Foreign Exchange Model,Spot_CZK-HistoricalRates
BAS,Foreign ExchangeSPEC,Foreign ExchangeSPEC,Foreign Exchange,DKK,DKK,EUR,EUR-SWAP,DKK,DKK-SWAP,Foreign Exchange,EUR,-0.13450213,Foreign Exchange Model,Spot_DKK-HistoricalRates
BAS,Foreign ExchangeSPEC,Foreign ExchangeSPEC,Foreign Exchange,GBP,GBP,EUR,EUR-SWAP,GBP,GBP-SWAP,Foreign Exchange,EUR,-1.236119327,Foreign Exchange Model,Spot_GBP-HistoricalRates
BAS,Foreign ExchangeSPEC,Foreign ExchangeSPEC,Foreign Exchange,HKD,HKD,EUR,EUR-SWAP,HKD,HKD-SWAP,Foreign Exchange,EUR,-0.101604449,Foreign Exchange Model,Spot_HKD-HistoricalRates
BAS,Foreign ExchangeSPEC,Foreign ExchangeSPEC,Foreign Exchange,HUF,HUF,EUR,EUR-SWAP,HUF,HUF-SWAP,Foreign Exchange,EUR,-0.003500247,Foreign Exchange Model,Spot_HUF-HistoricalRates
BAS,Foreign ExchangeSPEC,Foreign ExchangeSPEC,Foreign Exchange,INR,INR,EUR,EUR-SWAP,INR,INR-SWAP,Foreign Exchange,EUR,-0.014178561,Foreign Exchange Model,Spot_INR-HistoricalRates
